Gene,Statistic,Percentage,Cell Types
NXF1,0 out of 24,0.00%,
NXN,3 out of 24,12.50%,GABA_like_neurons 14; Microglia 1; Endothelial_cells 9
NXPE3,4 out of 24,16.67%,Oligodendrocytes 20; Astrocytes 5; Oligodendrocytes 3; Oligodendrocyte_progenitor_cells 7
NXPH1,2 out of 24,8.33%,GLU_like_neurons 17; Oligodendrocyte_progenitor_cells 12
NXPH2,0 out of 24,0.00%,
NYAP2,3 out of 24,12.50%,DA_like_neurons 11; GABA_neurons_expressing_GLU_receptors 22; GLU_like_neurons 17
OAF,1 out of 24,4.17%,Astrocytes_microglia 23
OARD1,2 out of 24,8.33%,Oligodendrocytes 20; Astrocytes 4
OAS1,1 out of 24,4.17%,Microglia 19
OAS2,1 out of 24,4.17%,Astrocytes_microglia 23
OAT,3 out of 24,12.50%,Astrocytes_microglia 23; GABA_neurons_expressing_GABA_receptors 13; DA_neurons 6
OAZ2,0 out of 24,0.00%,
OBSCN,1 out of 24,4.17%,GABA_like_neurons 14
OBSL1,0 out of 24,0.00%,
OCA2,0 out of 24,0.00%,
OCIAD1,3 out of 24,12.50%,Oligodendrocytes 10; Oligodendrocytes 16; Astrocytes 15
OCIAD2,0 out of 24,0.00%,
OCLN,0 out of 24,0.00%,
OCRL,1 out of 24,4.17%,Astrocytes 5
ODF2,0 out of 24,0.00%,
ODF2L,1 out of 24,4.17%,Oligodendrocytes 0
ODR4,6 out of 24,25.00%,T_cells 18; GABA_like_neurons 14; Astrocytes 5; Astrocytes 4; Oligodendrocyte_progenitor_cells 7; Connective_tissue_cells 21
OFD1,4 out of 24,16.67%,Oligodendrocytes 20; Microglia 19; Astrocytes 15; Connective_tissue_cells 21
OGA,3 out of 24,12.50%,GLU_like_neurons 17; Oligodendrocyte_progenitor_cells 12; Oligodendrocytes 0
OGDH,3 out of 24,12.50%,Astrocytes 8; Oligodendrocyte_progenitor_cells 12; Microglia 19
OGDHL,0 out of 24,0.00%,
OGFOD1,1 out of 24,4.17%,Oligodendrocytes 16
OGFR,1 out of 24,4.17%,Astrocytes_microglia 23
OGFRL1,5 out of 24,20.83%,Astrocytes_microglia 23; T_cells 18; Astrocytes 4; Oligodendrocyte_progenitor_cells 7; Microglia 1
OGG1,1 out of 24,4.17%,Connective_tissue_cells 21
OGN,0 out of 24,0.00%,
OGT,5 out of 24,20.83%,GABA_like_neurons 14; Astrocytes 4; Oligodendrocytes 2; Oligodendrocyte_progenitor_cells 7; Microglia 1
OLA1,4 out of 24,16.67%,DA_like_neurons 11; Oligodendrocytes 10; Microglia 1; Microglia 19
OLAH,0 out of 24,0.00%,
OLFM1,4 out of 24,16.67%,Astrocytes_microglia 23; GABA_like_neurons 14; GLU_like_neurons 17; Astrocytes 15
OLFM2,5 out of 24,20.83%,GABA_like_neurons 14; Astrocytes 8; Astrocytes 5; Oligodendrocyte_progenitor_cells 12; DA_like_neurons 11
OLFM3,3 out of 24,12.50%,DA_like_neurons 11; GLU_like_neurons 17; DA_neurons 6
OLFML2A,0 out of 24,0.00%,
OLFML2B,0 out of 24,0.00%,
OLFML3,0 out of 24,0.00%,
OLIG1,3 out of 24,12.50%,Oligodendrocytes 3; Oligodendrocyte_progenitor_cells 12; Oligodendrocyte_progenitor_cells 7
OLIG2,4 out of 24,16.67%,Oligodendrocytes 16; Oligodendrocytes 3; Oligodendrocyte_progenitor_cells 12; Oligodendrocyte_progenitor_cells 7
OLMALINC,4 out of 24,16.67%,Astrocytes 8; Astrocytes 4; Astrocytes 5; Oligodendrocytes 10
OLR1,2 out of 24,8.33%,Astrocytes_microglia 23; Microglia 1
OMD,0 out of 24,0.00%,
OMG,3 out of 24,12.50%,Astrocytes_microglia 23; Oligodendrocytes 3; Oligodendrocyte_progenitor_cells 7
ONECUT1,0 out of 24,0.00%,
OOEP,6 out of 24,25.00%,Astrocytes_microglia 23; T_cells 18; GABA_like_neurons 14; Microglia 19; Microglia 1; Endothelial_cells 9
OPA1,3 out of 24,12.50%,GLU_like_neurons 17; Oligodendrocyte_progenitor_cells 12; Oligodendrocyte_progenitor_cells 7
OPA3,0 out of 24,0.00%,
OPALIN,4 out of 24,16.67%,Oligodendrocytes 10; Oligodendrocytes 3; Oligodendrocytes 2; Oligodendrocytes 0
OPCML,4 out of 24,16.67%,GABA_neurons_expressing_GLU_receptors 22; GABA_like_neurons 14; GLU_like_neurons 17; Oligodendrocyte_progenitor_cells 7
OPHN1,5 out of 24,20.83%,Oligodendrocytes 20; Oligodendrocytes 16; GABA_neurons_expressing_GLU_receptors 22; Oligodendrocyte_progenitor_cells 7; Astrocytes 15
OPRD1,0 out of 24,0.00%,
OPRM1,0 out of 24,0.00%,
OPTN,3 out of 24,12.50%,Oligodendrocytes 10; Oligodendrocyte_progenitor_cells 12; Astrocytes 15
OR2L3,0 out of 24,0.00%,
ORAI1,0 out of 24,0.00%,
ORAI2,1 out of 24,4.17%,Connective_tissue_cells 21
ORAI3,0 out of 24,0.00%,
ORAOV1,3 out of 24,12.50%,Oligodendrocytes 20; Astrocytes 4; Microglia 19
ORC2,3 out of 24,12.50%,Oligodendrocytes 20; Astrocytes 5; GABA_like_neurons 14
ORC3,1 out of 24,4.17%,Connective_tissue_cells 21
ORC4,2 out of 24,8.33%,Oligodendrocytes 20; Astrocytes 4
ORC5,3 out of 24,12.50%,Astrocytes_microglia 23; GABA_like_neurons 14; Astrocytes 15
ORMDL1,2 out of 24,8.33%,GABA_neurons_expressing_GABA_receptors 13; Astrocytes 5
OS9,1 out of 24,4.17%,Oligodendrocytes 16
OSBP,2 out of 24,8.33%,Microglia 19; Connective_tissue_cells 21
OSBP2,5 out of 24,20.83%,GABA_like_neurons 14; Oligodendrocytes 3; GLU_like_neurons 17; Oligodendrocytes 2; DA_like_neurons 11
OSBPL10,4 out of 24,16.67%,DA_like_neurons 11; GABA_like_neurons 14; GLU_like_neurons 17; Connective_tissue_cells 21
OSBPL11,4 out of 24,16.67%,Oligodendrocytes 20; Oligodendrocytes 16; Oligodendrocyte_progenitor_cells 12; Oligodendrocyte_progenitor_cells 7
OSBPL1A,5 out of 24,20.83%,Astrocytes 8; Astrocytes 5; Astrocytes 4; GLU_like_neurons 17; Microglia 19
OSBPL2,2 out of 24,8.33%,Oligodendrocytes 2; Astrocytes 15
OSBPL3,5 out of 24,20.83%,Astrocytes 8; Astrocytes 5; Astrocytes 4; GABA_neurons_expressing_GLU_receptors 22; Connective_tissue_cells 21
OSBPL5,2 out of 24,8.33%,T_cells 18; Oligodendrocyte_progenitor_cells 12
OSBPL6,4 out of 24,16.67%,Astrocytes 8; DA_like_neurons 11; GABA_neurons_expressing_GLU_receptors 22; GLU_like_neurons 17
OSBPL8,3 out of 24,12.50%,DA_like_neurons 11; Oligodendrocyte_progenitor_cells 7; T_cells 18
OSBPL9,4 out of 24,16.67%,Oligodendrocytes 10; Endothelial_cells 9; Oligodendrocytes 2; Oligodendrocyte_progenitor_cells 7
OSCAR,2 out of 24,8.33%,Astrocytes_microglia 23; Microglia 19
OSCP1,0 out of 24,0.00%,
OSER1,1 out of 24,4.17%,Astrocytes_microglia 23
OSGEP,0 out of 24,0.00%,
OSGIN2,1 out of 24,4.17%,Astrocytes_microglia 23
OSMR,6 out of 24,25.00%,Astrocytes_microglia 23; Astrocytes 5; Astrocytes 4; Oligodendrocyte_progenitor_cells 7; Astrocytes 15; Connective_tissue_cells 21
OSMR-AS1,4 out of 24,16.67%,Astrocytes_microglia 23; Astrocytes 4; Astrocytes 5; Astrocytes 15
OST4,2 out of 24,8.33%,Endothelial_cells 9; DA_neurons 6
OSTC,0 out of 24,0.00%,
OSTF1,1 out of 24,4.17%,Connective_tissue_cells 21
OSTM1,2 out of 24,8.33%,Oligodendrocytes 20; Oligodendrocyte_progenitor_cells 7
OTOGL,0 out of 24,0.00%,
OTUB1,0 out of 24,0.00%,
OTUD1,1 out of 24,4.17%,Astrocytes_microglia 23
OTUD3,0 out of 24,0.00%,
OTUD4,6 out of 24,25.00%,Oligodendrocytes 20; Microglia 19; Astrocytes 4; Oligodendrocytes 2; Oligodendrocyte_progenitor_cells 7; Oligodendrocytes 0
OTUD5,4 out of 24,16.67%,Microglia 19; Astrocytes_microglia 23; Oligodendrocytes 2; Connective_tissue_cells 21
OTUD6B,1 out of 24,4.17%,Oligodendrocytes 16
OTUD6B-AS1,2 out of 24,8.33%,Astrocytes_microglia 23; GABA_like_neurons 14
OTUD7A,9 out of 24,37.50%,GABA_like_neurons 14; Astrocytes 5; Astrocytes 4; Oligodendrocytes 16; Oligodendrocytes 3; Astrocytes 15; Oligodendrocytes 0; DA_like_neurons 11; Endothelial_cells 9
OTUD7B,4 out of 24,16.67%,Oligodendrocytes 3; Oligodendrocytes 2; Astrocytes 15; Oligodendrocyte_progenitor_cells 7
OTULIN,3 out of 24,12.50%,Microglia 1; Oligodendrocyte_progenitor_cells 7; Oligodendrocytes 16
OTULINL,1 out of 24,4.17%,Microglia 1
OTX2,1 out of 24,4.17%,GABA_neurons_expressing_GLU_receptors 22
OTX2-AS1,1 out of 24,4.17%,Astrocytes 4
OVCH1,1 out of 24,4.17%,GABA_like_neurons 14
OXA1L,1 out of 24,4.17%,Astrocytes_microglia 23
OXCT1,5 out of 24,20.83%,Astrocytes_microglia 23; GABA_like_neurons 14; Astrocytes 15; Oligodendrocytes 0; Connective_tissue_cells 21
OXNAD1,5 out of 24,20.83%,T_cells 18; Oligodendrocytes 20; Astrocytes 4; Oligodendrocytes 16; Oligodendrocyte_progenitor_cells 7
OXR1,5 out of 24,20.83%,GABA_neurons_expressing_GABA_receptors 13; GLU_like_neurons 17; Microglia 19; Microglia 1; DA_neurons 6
OXSR1,5 out of 24,20.83%,Oligodendrocytes 16; GLU_like_neurons 17; Oligodendrocyte_progenitor_cells 7; Astrocytes 15; Oligodendrocytes 0
OXTR,0 out of 24,0.00%,
P2RX4,0 out of 24,0.00%,
P2RX7,3 out of 24,12.50%,Astrocytes 5; Oligodendrocytes 2; Oligodendrocytes 3
P2RY10,0 out of 24,0.00%,
P2RY12,1 out of 24,4.17%,Microglia 1
P2RY13,2 out of 24,8.33%,Microglia 1; Microglia 19
P2RY14,1 out of 24,4.17%,Endothelial_cells 9
P2RY6,1 out of 24,4.17%,Microglia 19
P2RY8,0 out of 24,0.00%,
P3H1,1 out of 24,4.17%,Connective_tissue_cells 21
P3H2,7 out of 24,29.17%,Microglia 19; Oligodendrocytes 10; Oligodendrocytes 16; Oligodendrocytes 2; Oligodendrocytes 3; Oligodendrocytes 0; Microglia 1
P3H2-AS1,0 out of 24,0.00%,
P3H3,0 out of 24,0.00%,
P3H4,1 out of 24,4.17%,Astrocytes_microglia 23
P4HA1,10 out of 24,41.67%,Astrocytes_microglia 23; T_cells 18; GABA_like_neurons 14; Astrocytes 8; Oligodendrocytes 10; Astrocytes 5; Astrocytes 4; Oligodendrocyte_progenitor_cells 7; Astrocytes 15; Endothelial_cells 9
P4HA2,1 out of 24,4.17%,Endothelial_cells 9
P4HA3,0 out of 24,0.00%,
P4HB,2 out of 24,8.33%,GABA_neurons_expressing_GLU_receptors 22; Microglia 19
P4HTM,2 out of 24,8.33%,Astrocytes_microglia 23; GABA_neurons_expressing_GLU_receptors 22
PA2G4,0 out of 24,0.00%,
PAAF1,1 out of 24,4.17%,Oligodendrocytes 16
PABPC1,2 out of 24,8.33%,T_cells 18; Oligodendrocytes 10
PABPC4,1 out of 24,4.17%,Connective_tissue_cells 21
PABPN1,3 out of 24,12.50%,Oligodendrocytes 20; Astrocytes 4; Astrocytes 15
PACRG,5 out of 24,20.83%,GABA_like_neurons 14; Oligodendrocytes 20; Astrocytes 5; Oligodendrocyte_progenitor_cells 12; Oligodendrocytes 16
PACRG-AS3,2 out of 24,8.33%,Oligodendrocytes 20; Oligodendrocytes 3
PACRGL,5 out of 24,20.83%,GABA_like_neurons 14; Astrocytes 4; Oligodendrocytes 16; GABA_neurons_expressing_GLU_receptors 22; Oligodendrocyte_progenitor_cells 7
PACS1,6 out of 24,25.00%,T_cells 18; GABA_like_neurons 14; Astrocytes 8; Oligodendrocytes 10; Oligodendrocyte_progenitor_cells 7; DA_like_neurons 11
PACS2,6 out of 24,25.00%,GABA_like_neurons 14; Oligodendrocyte_progenitor_cells 12; Oligodendrocytes 16; GABA_neurons_expressing_GLU_receptors 22; Oligodendrocytes 3; Oligodendrocytes 0
PACSIN1,0 out of 24,0.00%,
PACSIN2,3 out of 24,12.50%,Astrocytes_microglia 23; Microglia 1; Oligodendrocyte_progenitor_cells 12
PADI2,5 out of 24,20.83%,Oligodendrocyte_progenitor_cells 12; Oligodendrocytes 3; Astrocytes 15; Microglia 19; Microglia 1
PAFAH1B1,1 out of 24,4.17%,DA_like_neurons 11
PAFAH1B2,0 out of 24,0.00%,
PAFAH2,1 out of 24,4.17%,Astrocytes_microglia 23
PAG1,4 out of 24,16.67%,T_cells 18; Oligodendrocytes 10; Endothelial_cells 9; Oligodendrocytes 0
PAH,0 out of 24,0.00%,
PAICS,1 out of 24,4.17%,Astrocytes 4
PAIP1,1 out of 24,4.17%,GABA_like_neurons 14
PAIP2,0 out of 24,0.00%,
PAIP2B,0 out of 24,0.00%,
PAK1,2 out of 24,8.33%,Oligodendrocytes 3; Oligodendrocytes 0
PAK2,1 out of 24,4.17%,Astrocytes_microglia 23
PAK3,4 out of 24,16.67%,GABA_neurons_expressing_GABA_receptors 13; Astrocytes 4; Oligodendrocyte_progenitor_cells 12; DA_neurons 6
PAK4,0 out of 24,0.00%,
PAK5,1 out of 24,4.17%,GLU_like_neurons 17
PALB2,0 out of 24,0.00%,
PALD1,5 out of 24,20.83%,Astrocytes_microglia 23; Microglia 19; Microglia 1; Endothelial_cells 9; Connective_tissue_cells 21
PALLD,7 out of 24,29.17%,Astrocytes 8; Astrocytes 5; Oligodendrocyte_progenitor_cells 12; Astrocytes 4; GABA_neurons_expressing_GLU_receptors 22; Astrocytes 15; Endothelial_cells 9
PALM,3 out of 24,12.50%,Astrocytes 8; Astrocytes 4; Astrocytes 5
PALM2,6 out of 24,25.00%,Oligodendrocytes 20; Oligodendrocytes 10; Oligodendrocytes 3; Oligodendrocytes 2; Oligodendrocytes 0; DA_like_neurons 11
PALM2-AKAP2,3 out of 24,12.50%,DA_like_neurons 11; Oligodendrocytes 3; Oligodendrocytes 2
PALMD,2 out of 24,8.33%,Endothelial_cells 9; Connective_tissue_cells 21
PAM,3 out of 24,12.50%,Astrocytes 8; DA_like_neurons 11; Endothelial_cells 9
PAMR1,2 out of 24,8.33%,Astrocytes 5; Astrocytes 15
PAN2,7 out of 24,29.17%,Oligodendrocytes 20; Astrocytes 5; Astrocytes 4; Oligodendrocytes 16; Oligodendrocytes 2; Astrocytes 15; Connective_tissue_cells 21
PAN3,6 out of 24,25.00%,Astrocytes 8; Oligodendrocytes 10; Oligodendrocytes 3; GABA_neurons_expressing_GLU_receptors 22; Oligodendrocytes 0; Endothelial_cells 9
PANK1,1 out of 24,4.17%,GLU_like_neurons 17
PANK2,4 out of 24,16.67%,Oligodendrocytes 20; Astrocytes 4; Astrocytes 5; Oligodendrocytes 16
PANK3,4 out of 24,16.67%,Oligodendrocytes 0; Oligodendrocyte_progenitor_cells 7; Oligodendrocytes 2; Connective_tissue_cells 21
PANX2,0 out of 24,0.00%,
PAOX,0 out of 24,0.00%,
PAPLN,1 out of 24,4.17%,Astrocytes 8
PAPOLA,8 out of 24,33.33%,Astrocytes_microglia 23; T_cells 18; Oligodendrocyte_progenitor_cells 12; Oligodendrocytes 3; Oligodendrocytes 2; Oligodendrocytes 0; Microglia 1; Endothelial_cells 9
PAPOLG,3 out of 24,12.50%,Astrocytes_microglia 23; Microglia 1; Microglia 19
PAPPA,1 out of 24,4.17%,Connective_tissue_cells 21
PAPPA2,0 out of 24,0.00%,
PAPSS1,3 out of 24,12.50%,Astrocytes 8; Oligodendrocyte_progenitor_cells 12; Astrocytes 15
PAPSS2,0 out of 24,0.00%,
PAQR3,5 out of 24,20.83%,GABA_like_neurons 14; Astrocytes 5; Oligodendrocytes 16; Oligodendrocytes 2; Microglia 19
PAQR4,1 out of 24,4.17%,Oligodendrocytes 3
PAQR5,0 out of 24,0.00%,
PAQR6,1 out of 24,4.17%,Oligodendrocytes 20
PAQR9,0 out of 24,0.00%,
PARD3,7 out of 24,29.17%,Astrocytes_microglia 23; GABA_like_neurons 14; Astrocytes 8; Astrocytes 4; GLU_like_neurons 17; Endothelial_cells 9; Connective_tissue_cells 21
PARD3B,6 out of 24,25.00%,GABA_like_neurons 14; Oligodendrocytes 20; Oligodendrocytes 10; Oligodendrocyte_progenitor_cells 12; Oligodendrocytes 3; Oligodendrocytes 0
PARD6B,0 out of 24,0.00%,
PARD6G,2 out of 24,8.33%,GLU_like_neurons 17; Connective_tissue_cells 21
PARD6G-AS1,6 out of 24,25.00%,Astrocytes_microglia 23; Astrocytes 8; Astrocytes 5; Astrocytes 4; Oligodendrocyte_progenitor_cells 7; Astrocytes 15
PARG,3 out of 24,12.50%,Oligodendrocytes 20; GABA_like_neurons 14; Oligodendrocyte_progenitor_cells 12
PARK7,4 out of 24,16.67%,Oligodendrocytes 10; GABA_like_neurons 14; DA_neurons 6; Connective_tissue_cells 21
PARM1,0 out of 24,0.00%,
PARN,3 out of 24,12.50%,DA_like_neurons 11; GABA_neurons_expressing_GLU_receptors 22; Oligodendrocyte_progenitor_cells 7
PARP1,4 out of 24,16.67%,Oligodendrocytes 10; GLU_like_neurons 17; Oligodendrocytes 2; Connective_tissue_cells 21
PARP10,0 out of 24,0.00%,
PARP11,4 out of 24,16.67%,T_cells 18; Oligodendrocyte_progenitor_cells 7; GABA_like_neurons 14; Microglia 19
PARP12,2 out of 24,8.33%,T_cells 18; Microglia 19
PARP14,2 out of 24,8.33%,Astrocytes 15; Microglia 19
PARP15,0 out of 24,0.00%,
PARP16,2 out of 24,8.33%,Astrocytes_microglia 23; GABA_like_neurons 14
PARP4,3 out of 24,12.50%,Oligodendrocytes 10; Microglia 1; Oligodendrocytes 0
PARP6,2 out of 24,8.33%,Oligodendrocytes 20; Connective_tissue_cells 21
PARP8,4 out of 24,16.67%,DA_like_neurons 11; Microglia 1; GLU_like_neurons 17; T_cells 18
PARP9,2 out of 24,8.33%,Astrocytes_microglia 23; Microglia 19
PARVA,1 out of 24,4.17%,GABA_neurons_expressing_GLU_receptors 22
PARVB,1 out of 24,4.17%,GABA_neurons_expressing_GLU_receptors 22
PARVG,0 out of 24,0.00%,
PATJ,6 out of 24,25.00%,T_cells 18; Astrocytes 8; Oligodendrocyte_progenitor_cells 12; GLU_like_neurons 17; DA_like_neurons 11; Connective_tissue_cells 21
PATL1,0 out of 24,0.00%,
PATL2,1 out of 24,4.17%,Astrocytes_microglia 23
PATZ1,0 out of 24,0.00%,
PAWR,2 out of 24,8.33%,Astrocytes 8; Astrocytes 15
PAX3,0 out of 24,0.00%,
PAX5,0 out of 24,0.00%,
PAX6,2 out of 24,8.33%,Astrocytes 4; Astrocytes 5
PAX8,0 out of 24,0.00%,
PAXBP1,2 out of 24,8.33%,Astrocytes 5; Oligodendrocyte_progenitor_cells 12
PAXIP1,2 out of 24,8.33%,Oligodendrocytes 20; Oligodendrocyte_progenitor_cells 12
PAXIP1-AS2,1 out of 24,4.17%,Astrocytes_microglia 23
PAXX,3 out of 24,12.50%,Oligodendrocytes 20; Astrocytes_microglia 23; Oligodendrocytes 16
PBRM1,2 out of 24,8.33%,Astrocytes 8; GABA_neurons_expressing_GABA_receptors 13
PBX1,8 out of 24,33.33%,Astrocytes_microglia 23; Oligodendrocytes 0; Oligodendrocytes 10; Oligodendrocytes 3; Astrocytes 15; Microglia 19; DA_like_neurons 11; DA_neurons 6
PBX2,1 out of 24,4.17%,Astrocytes_microglia 23
PBX3,6 out of 24,25.00%,T_cells 18; Oligodendrocytes 10; Oligodendrocytes 3; GLU_like_neurons 17; Microglia 1; DA_neurons 6
PBX4,1 out of 24,4.17%,GABA_like_neurons 14
PBXIP1,1 out of 24,4.17%,Astrocytes_microglia 23
PC,2 out of 24,8.33%,Astrocytes 5; Oligodendrocytes 16
PCA3,4 out of 24,16.67%,Oligodendrocytes 20; Oligodendrocytes 10; Oligodendrocytes 3; Oligodendrocytes 0
PCAT1,0 out of 24,0.00%,
PCAT14,1 out of 24,4.17%,Astrocytes_microglia 23
PCAT19,0 out of 24,0.00%,
PCBD1,2 out of 24,8.33%,GABA_neurons_expressing_GABA_receptors 13; GABA_like_neurons 14
PCBD2,2 out of 24,8.33%,Astrocytes 15; Connective_tissue_cells 21
PCBP1,6 out of 24,25.00%,GABA_like_neurons 14; Oligodendrocytes 10; Oligodendrocytes 2; Oligodendrocytes 0; Endothelial_cells 9; Connective_tissue_cells 21
PCBP2,1 out of 24,4.17%,GABA_neurons_expressing_GABA_receptors 13
PCBP3,2 out of 24,8.33%,Endothelial_cells 9; GLU_like_neurons 17
PCBP4,2 out of 24,8.33%,Astrocytes_microglia 23; Astrocytes 4
PCCA,7 out of 24,29.17%,Astrocytes 8; Oligodendrocytes 20; Oligodendrocytes 16; Oligodendrocytes 2; Oligodendrocytes 3; Oligodendrocytes 0; Endothelial_cells 9
PCCB,0 out of 24,0.00%,
PCDH1,0 out of 24,0.00%,
PCDH10,6 out of 24,25.00%,Astrocytes_microglia 23; Oligodendrocytes 20; Oligodendrocytes 10; GLU_like_neurons 17; Oligodendrocytes 0; DA_neurons 6
PCDH11X,2 out of 24,8.33%,GLU_like_neurons 17; Oligodendrocyte_progenitor_cells 12
PCDH11Y,1 out of 24,4.17%,GABA_neurons_expressing_GLU_receptors 22
PCDH15,4 out of 24,16.67%,DA_like_neurons 11; GABA_neurons_expressing_GLU_receptors 22; Oligodendrocyte_progenitor_cells 12; Oligodendrocyte_progenitor_cells 7
PCDH17,4 out of 24,16.67%,Astrocytes 8; Astrocytes 4; DA_neurons 6; GABA_neurons_expressing_GABA_receptors 13
PCDH18,0 out of 24,0.00%,
PCDH19,2 out of 24,8.33%,GABA_neurons_expressing_GLU_receptors 22; Astrocytes 15
PCDH7,6 out of 24,25.00%,Astrocytes 8; Astrocytes 4; GLU_like_neurons 17; Astrocytes 15; DA_like_neurons 11; DA_neurons 6
PCDH8,1 out of 24,4.17%,DA_neurons 6
PCDH9,19 out of 24,79.17%,Oligodendrocytes 3; Astrocytes 15; Microglia 1; Astrocytes_microglia 23; GABA_neurons_expressing_GABA_receptors 13; Astrocytes 5; GLU_like_neurons 17; Oligodendrocytes 2; Microglia 19; Connective_tissue_cells 21; T_cells 18; Oligodendrocytes 16; Oligodendrocytes 0; Astrocytes 8; Oligodendrocytes 10; GABA_neurons_expressing_GLU_receptors 22; DA_like_neurons 11; Endothelial_cells 9; DA_neurons 6
PCDH9-AS1,2 out of 24,8.33%,Oligodendrocytes 3; Oligodendrocytes 0
PCDH9-AS2,9 out of 24,37.50%,Oligodendrocytes 20; Oligodendrocytes 10; Astrocytes 5; Oligodendrocyte_progenitor_cells 12; Astrocytes 4; Oligodendrocytes 3; Oligodendrocyte_progenitor_cells 7; Astrocytes 15; Oligodendrocytes 0
PCDH9-AS4,3 out of 24,12.50%,Oligodendrocytes 20; Oligodendrocytes 3; Oligodendrocytes 0
PCED1A,1 out of 24,4.17%,Connective_tissue_cells 21
PCED1B,2 out of 24,8.33%,T_cells 18; Astrocytes 5
PCF11,5 out of 24,20.83%,T_cells 18; Oligodendrocytes 3; Oligodendrocytes 2; Oligodendrocyte_progenitor_cells 7; Microglia 1
PCGF2,1 out of 24,4.17%,GABA_neurons_expressing_GLU_receptors 22
PCGF3,0 out of 24,0.00%,
PCGF5,3 out of 24,12.50%,Oligodendrocytes 20; T_cells 18; Microglia 1
PCGF6,1 out of 24,4.17%,Astrocytes_microglia 23
PCID2,5 out of 24,20.83%,Oligodendrocytes 20; Astrocytes 5; Astrocytes 4; Oligodendrocytes 2; Connective_tissue_cells 21
PCLO,8 out of 24,33.33%,Astrocytes 8; Oligodendrocytes 10; Astrocytes 5; Oligodendrocytes 3; GABA_neurons_expressing_GLU_receptors 22; Oligodendrocytes 2; DA_like_neurons 11; DA_neurons 6
PCM1,1 out of 24,4.17%,Astrocytes 5
PCMT1,6 out of 24,25.00%,Astrocytes 8; Oligodendrocytes 20; Oligodendrocytes 10; Oligodendrocyte_progenitor_cells 12; DA_neurons 6; Connective_tissue_cells 21
PCMTD1,3 out of 24,12.50%,Microglia 1; Oligodendrocyte_progenitor_cells 12; Oligodendrocyte_progenitor_cells 7
PCMTD2,3 out of 24,12.50%,Astrocytes 4; Microglia 1; Oligodendrocytes 2
PCNP,2 out of 24,8.33%,Astrocytes 5; Oligodendrocytes 2
PCNT,4 out of 24,16.67%,Oligodendrocytes 0; GABA_like_neurons 14; GLU_like_neurons 17; Connective_tissue_cells 21
PCNX1,10 out of 24,41.67%,T_cells 18; Oligodendrocytes 0; Oligodendrocytes 20; Oligodendrocytes 10; Astrocytes 5; Astrocytes 4; Oligodendrocytes 3; Astrocytes 15; Microglia 19; Endothelial_cells 9
PCNX2,7 out of 24,29.17%,Astrocytes_microglia 23; GABA_neurons_expressing_GABA_receptors 13; T_cells 18; Oligodendrocytes 20; Microglia 19; DA_like_neurons 11; Microglia 1
PCNX4,6 out of 24,25.00%,Oligodendrocytes 10; Oligodendrocyte_progenitor_cells 12; Oligodendrocytes 16; GABA_neurons_expressing_GLU_receptors 22; Oligodendrocyte_progenitor_cells 7; Oligodendrocytes 0
PCOLCE,0 out of 24,0.00%,
PCOLCE2,0 out of 24,0.00%,
PCP4,2 out of 24,8.33%,GABA_neurons_expressing_GABA_receptors 13; GABA_neurons_expressing_GLU_receptors 22
PCP4L1,0 out of 24,0.00%,
PCSK1,1 out of 24,4.17%,DA_neurons 6
PCSK1N,16 out of 24,66.67%,GABA_like_neurons 14; Astrocytes 8; Oligodendrocytes 20; Oligodendrocytes 10; Astrocytes 5; Oligodendrocyte_progenitor_cells 12; Oligodendrocytes 16; GABA_neurons_expressing_GLU_receptors 22; GLU_like_neurons 17; Astrocytes 15; Oligodendrocytes 2; Oligodendrocytes 3; DA_like_neurons 11; Oligodendrocyte_progenitor_cells 7; Endothelial_cells 9; DA_neurons 6
PCSK2,2 out of 24,8.33%,GABA_neurons_expressing_GABA_receptors 13; GABA_neurons_expressing_GLU_receptors 22
PCSK5,5 out of 24,20.83%,Astrocytes 8; Astrocytes 5; Oligodendrocyte_progenitor_cells 12; GLU_like_neurons 17; Connective_tissue_cells 21
PCSK6,8 out of 24,33.33%,Oligodendrocyte_progenitor_cells 12; Oligodendrocytes 16; Oligodendrocytes 2; GABA_neurons_expressing_GLU_receptors 22; GLU_like_neurons 17; Oligodendrocytes 3; Oligodendrocyte_progenitor_cells 7; Connective_tissue_cells 21
PCSK7,6 out of 24,25.00%,GABA_like_neurons 14; Oligodendrocytes 20; Astrocytes 4; GLU_like_neurons 17; Oligodendrocytes 2; Connective_tissue_cells 21
PCTP,1 out of 24,4.17%,Connective_tissue_cells 21
PCYOX1,5 out of 24,20.83%,GABA_like_neurons 14; Astrocytes 4; GLU_like_neurons 17; Astrocytes 15; DA_neurons 6
PCYOX1L,1 out of 24,4.17%,DA_neurons 6
PCYT1A,0 out of 24,0.00%,
PCYT1B,2 out of 24,8.33%,Oligodendrocytes 16; Astrocytes 15
PCYT2,0 out of 24,0.00%,
PDAP1,1 out of 24,4.17%,Astrocytes_microglia 23
PDCD1,0 out of 24,0.00%,
PDCD10,0 out of 24,0.00%,
PDCD11,1 out of 24,4.17%,Astrocytes_microglia 23
PDCD1LG2,0 out of 24,0.00%,
PDCD2,0 out of 24,0.00%,
PDCD4,3 out of 24,12.50%,Microglia 1; T_cells 18; Astrocytes 5
